Series_reference,Period,Data_value,Suppressed,Status,Units,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BLDA.S300001,1967.01,8.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1968.01,7.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1969.01,7.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1970.01,8.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1971.01,8.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1972.01,8.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1973.01,10.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1974.01,13.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1975.01,11.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1976.01,10,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1977.01,9.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1978.01,7.4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1979.01,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1980.01,4.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1981.01,4.6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1982.01,5.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1983.01,5.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1984.01,5.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1985.01,6.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1986.01,7.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1987.01,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1988.01,6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1989.01,5.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1990.01,6.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1991.01,6.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1992.01,5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1993.01,5.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1994.01,5.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1995.01,6.4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1996.01,5.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1997.01,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1998.01,6.6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,1999.01,5.4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2000.01,6.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2001.01,5.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2002.01,5.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2003.01,7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2004.01,7.6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2005.01,7.5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2006.01,6.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2007.01,6.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2008.01,6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2009.01,4.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2010.01,3.4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2011.01,3.5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2012.01,3.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2013.01,3.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2014.01,4.8,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2015.01,5.5,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2016.01,5.8,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2017.01,6.4,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2018.01,6.5,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2019.01,6.8,n,P,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300001,2020.01,7.5,n,P,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1967.02,8.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1968.02,7.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1969.02,8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1970.02,8.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1971.02,8.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1972.02,8.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1973.02,10.5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1974.02,13.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1975.02,10.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1976.02,10.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1977.02,9.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1978.02,7.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1979.02,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1980.02,4.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1981.02,4.6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1982.02,5.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1983.02,5.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1984.02,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1985.02,6.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1986.02,7.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1987.02,6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1988.02,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1989.02,5.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1990.02,6.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1991.02,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1992.02,5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1993.02,5.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1994.02,5.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1995.02,6.5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1996.02,5.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1997.02,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1998.02,6.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,1999.02,5.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2000.02,6.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2001.02,5.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2002.02,5.4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2003.02,7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2004.02,7.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2005.02,7.4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2006.02,6.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2007.02,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2008.02,6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2009.02,3.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2010.02,3.5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2011.02,3.4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2012.02,3.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2013.02,4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2014.02,4.9,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2015.02,5.5,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2016.02,6,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2017.02,6.4,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2018.02,6.5,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2019.02,7,n,P,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300002,2020.02,7.6,n,P,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1966.03,9.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1967.03,8.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1968.03,7.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1969.03,8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1970.03,8.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1971.03,8.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1972.03,8.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1973.03,11,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1974.03,13.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1975.03,10.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1976.03,10.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1977.03,9.6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1978.03,6.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1979.03,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1980.03,4.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1981.03,4.6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1982.03,6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1983.03,5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1984.03,6.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1985.03,6.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1986.03,7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1987.03,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1988.03,6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1989.03,5.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1990.03,6.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1991.03,6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1992.03,5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1993.03,5.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1994.03,5.4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1995.03,6.5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1996.03,5.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1997.03,6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1998.03,6.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,1999.03,5.4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2000.03,6.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2001.03,5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2002.03,5.5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2003.03,7.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2004.03,7.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2005.03,7.4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2006.03,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2007.03,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2008.03,5.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2009.03,3.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2010.03,3.6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2011.03,3.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2012.03,3.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2013.03,3.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2014.03,5,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2015.03,5.5,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2016.03,6,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2017.03,6.5,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2018.03,6.5,n,R,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2019.03,7,n,P,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300003,2020.03,7.5,n,P,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1966.04,9.6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1967.04,8.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1968.04,7.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1969.04,8.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1970.04,8.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1971.04,8.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1972.04,8.4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1973.04,11.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1974.04,13,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1975.04,10.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1976.04,10.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1977.04,9.4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1978.04,6.6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1979.04,6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1980.04,4.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1981.04,4.6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1982.04,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1983.04,4.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1984.04,6.3,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1985.04,6.7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1986.04,7,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1987.04,6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1988.04,5.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1989.04,6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1990.04,6.8,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1991.04,5.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1992.04,5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1993.04,5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1994.04,5.4,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1995.04,6.5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1996.04,5.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1997.04,6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1998.04,6.6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,1999.04,5.6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,2000.04,6.5,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,2001.04,5.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,2002.04,5.6,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,2003.04,7.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,2004.04,7.9,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,2005.04,7.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,2006.04,6.1,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
BLDA.S300004,2007.04,6.2,n,F,Number,0,Building Consents - BLD,Dwellings consented per 1000 residents by territorial authority,New Zealand,,,,
